FIPS,ST,County,HypertensionPct
00033,NH,New Hampshire,
00031,NE,Nebraska,27.8
00034,NJ,New Jersey,76.2
00032,NV,Nevada,27.9
00036,NY,New York,37.8
00032,NV,Nevada,36
00034,NJ,New Jersey,34.8
00037,NC,North Carolina,82
00032,NV,Nevada,84.6
00032,NV,Nevada,75.9
00036,NY,New York,43
00036,NY,New York,51.6
00037,NC,North Carolina,22.3
00030,MT,Montana,28.9
00033,NH,New Hampshire,
00032,NV,Nevada,
00030,MT,Montana,
00036,NY,New York,34.8
00031,NE,Nebraska,44.7
00034,NJ,New Jersey,
00035,NM,New Mexico,31
00032,NV,Nevada,41.8
00032,NV,Nevada,16
00032,NV,Nevada,28
00034,NJ,New Jersey,33.5
00034,NJ,New Jersey,84.7
00033,NH,New Hampshire,34.3
00033,NH,New Hampshire,
00036,NY,New York,11
00031,NE,Nebraska,64.9
00032,NV,Nevada,43.9
00032,NV,Nevada,34
00031,NE,Nebraska,83.1
00030,MT,Montana,
00030,MT,Montana,
00037,NC,North Carolina,94
00035,NM,New Mexico,17.9
00031,NE,Nebraska,23.8
00035,NM,New Mexico,41.3
00036,NY,New York,32.9
00033,NH,New Hampshire,33.4
00031,NE,Nebraska,32.9
00031,NE,Nebraska,85.2
00031,NE,Nebraska,16.1
00035,NM,New Mexico,39.8
00032,NV,Nevada,40
00031,NE,Nebraska,32.7
00030,MT,Montana,
00033,NH,New Hampshire,35.2
00036,NY,New York,
00030,MT,Montana,69.6
00033,NH,New Hampshire,33.9
00035,NM,New Mexico,43.7
00037,NC,North Carolina,83
00034,NJ,New Jersey,37.7
00036,NY,New York,25.4
00032,NV,Nevada,43.9
00031,NE,Nebraska,39.2
00032,NV,Nevada,25
00036,NY,New York,82
00030,MT,Montana,30.5
00035,NM,New Mexico,34.1
00034,NJ,New Jersey,29.6
00034,NJ,New Jersey,39.3
00035,NM,New Mexico,31
00031,NE,Nebraska,13.4
00033,NH,New Hampshire,
00035,NM,New Mexico,
00034,NJ,New Jersey,59.1
00035,NM,New Mexico,30.3
00031,NE,Nebraska,55.5
00033,NH,New Hampshire,34.8
00030,MT,Montana,
00037,NC,North Carolina,
00034,NJ,New Jersey,22.7
00030,MT,Montana,
00032,NV,Nevada,
00030,MT,Montana,14.1
00030,MT,Montana,30.6
00037,NC,North Carolina,78.2
00033,NH,New Hampshire,34.2
00031,NE,Nebraska,
00037,NC,North Carolina,13.5
00035,NM,New Mexico,
00036,NY,New York,83.5
00037,NC,North Carolina,35.3
00036,NY,New York,19.7
00031,NE,Nebraska,27.8
00034,NJ,New Jersey,39.5
00035,NM,New Mexico,34.3
00032,NV,Nevada,79.7
00034,NJ,New Jersey,33.9
00033,NH,New Hampshire,
00036,NY,New York,38.2
00031,NE,Nebraska,81.5
00035,NM,New Mexico,15.1
00034,NJ,New Jersey,31.1
00037,NC,North Carolina,65.1
00034,NJ,New Jersey,
00031,NE,Nebraska,34.6
00032,NV,Nevada,59.8
00032,NV,Nevada,35.9
00037,NC,North Carolina,42.8
00034,NJ,New Jersey,34.1
00032,NV,Nevada,28
00031,NE,Nebraska,41.6
00035,NM,New Mexico,28.8
00035,NM,New Mexico,33.5
00034,NJ,New Jersey,35.6
00030,MT,Montana,75.9
00033,NH,New Hampshire,34.2
00030,MT,Montana,31.6
00037,NC,North Carolina,56.2
00033,NH,New Hampshire,12.2
00030,MT,Montana,32.3
00034,NJ,New Jersey,85.9
00036,NY,New York,26.3
00034,NJ,New Jersey,38.2
00034,NJ,New Jersey,37.1
00033,NH,New Hampshire,
00034,NJ,New Jersey,49.5
00036,NY,New York,37.6
00030,MT,Montana,
00037,NC,North Carolina,33.8
00036,NY,New York,38.7
00033,NH,New Hampshire,
00030,MT,Montana,71.9
00037,NC,North Carolina,52.2
00035,NM,New Mexico,77.2
00032,NV,Nevada,28.2
00037,NC,North Carolina,34.3
00033,NH,New Hampshire,30.6
00030,MT,Montana,19.7
00035,NM,New Mexico,76
00035,NM,New Mexico,40.8
00034,NJ,New Jersey,39
00036,NY,New York,75.7
00030,MT,Montana,
00035,NM,New Mexico,29.2
00036,NY,New York,93.2
00033,NH,New Hampshire,42.4
00033,NH,New Hampshire,
00032,NV,Nevada,
00030,MT,Montana,33.7
00034,NJ,New Jersey,81.2
00033,NH,New Hampshire,
00035,NM,New Mexico,52
00035,NM,New Mexico,38.2
00032,NV,Nevada,94.6
00032,NV,Nevada,32.5
00033,NH,New Hampshire,
00034,NJ,New Jersey,
00033,NH,New Hampshire,
00037,NC,North Carolina,39.4
00032,NV,Nevada,40.6
00034,NJ,New Jersey,
00037,NC,North Carolina,
00031,NE,Nebraska,74.9
00030,MT,Montana,53.7
00035,NM,New Mexico,32.9
00031,NE,Nebraska,34.8
00033,NH,New Hampshire,15.5
00031,NE,Nebraska,16
00030,MT,Montana,19.9
00035,NM,New Mexico,76.5
00036,NY,New York,34.8
00037,NC,North Carolina,50.4
00037,NC,North Carolina,33.9
00032,NV,Nevada,35.4
00037,NC,North Carolina,42.8
00031,NE,Nebraska,39.6
00033,NH,New Hampshire,76.7
00034,NJ,New Jersey,42.9
00037,NC,North Carolina,22.4
00035,NM,New Mexico,35.7
00032,NV,Nevada,73.2
00033,NH,New Hampshire,75.6
00033,NH,New Hampshire,
00033,NH,New Hampshire,30.4
00030,MT,Montana,46.4
00033,NH,New Hampshire,
00036,NY,New York,82.4
00030,MT,Montana,22.5
00034,NJ,New Jersey,
00034,NJ,New Jersey,34.4
00031,NE,Nebraska,33.3
00034,NJ,New Jersey,
00036,NY,New York,
00035,NM,New Mexico,55.4
00030,MT,Montana,27.4
00031,NE,Nebraska,26.5
00036,NY,New York,42.7
00031,NE,Nebraska,74.9
00034,NJ,New Jersey,42.4
00034,NJ,New Jersey,35.3
00033,NH,New Hampshire,54
00032,NV,Nevada,33.7
00031,NE,Nebraska,36.4
00032,NV,Nevada,
00031,NE,Nebraska,31.5
00032,NV,Nevada,35.6
00035,NM,New Mexico,36.1
00034,NJ,New Jersey,
00031,NE,Nebraska,94.4
00037,NC,North Carolina,35.4
00031,NE,Nebraska,59.3
00030,MT,Montana,42.5
00034,NJ,New Jersey,28.2
00036,NY,New York,25.7
00037,NC,North Carolina,17.5
00033,NH,New Hampshire,33.2
00035,NM,New Mexico,79.1
00037,NC,North Carolina,35.5
00033,NH,New Hampshire,26.1
00030,MT,Montana,46.7
00030,MT,Montana,30.3
00034,NJ,New Jersey,42.8
00030,MT,Montana,28.7
00031,NE,Nebraska,31.5
00031,NE,Nebraska,13.5
00037,NC,North Carolina,35.2
00036,NY,New York,
00037,NC,North Carolina,25.9
00035,NM,New Mexico,40.1
00030,MT,Montana,26.4
00037,NC,North Carolina,42.4
00037,NC,North Carolina,85.6
00033,NH,New Hampshire,
00033,NH,New Hampshire,
00032,NV,Nevada,59.8
00031,NE,Nebraska,26.7
00032,NV,Nevada,
00032,NV,Nevada,
00030,MT,Montana,77
00037,NC,North Carolina,84.8
00030,MT,Montana,
00030,MT,Montana,19.7
00034,NJ,New Jersey,95.2
00032,NV,Nevada,48.1
00034,NJ,New Jersey,25
00031,NE,Nebraska,79.6
00032,NV,Nevada,38.1
00036,NY,New York,36.2
00034,NJ,New Jersey,20.8
00031,NE,Nebraska,33.2
00035,NM,New Mexico,18
00030,MT,Montana,
00033,NH,New Hampshire,26.2
00033,NH,New Hampshire,78.1
00034,NJ,New Jersey,77
00037,NC,North Carolina,
00037,NC,North Carolina,19.6
00035,NM,New Mexico,36.4
00033,NH,New Hampshire,
00030,MT,Montana,
00036,NY,New York,35.8
00036,NY,New York,63
00036,NY,New York,31.3
00031,NE,Nebraska,36.2
00037,NC,North Carolina,17.4
00035,NM,New Mexico,28.1
00034,NJ,New Jersey,77.9
00031,NE,Nebraska,32.9
00032,NV,Nevada,42.2
00032,NV,Nevada,44
00033,NH,New Hampshire,34.2
00030,MT,Montana,31.5
00030,MT,Montana,22.5
00034,NJ,New Jersey,22.7
00037,NC,North Carolina,35.5
00033,NH,New Hampshire,92.6
00034,NJ,New Jersey,
00035,NM,New Mexico,34.6
00034,NJ,New Jersey,82.3
00032,NV,Nevada,22.3
00033,NH,New Hampshire,78
00035,NM,New Mexico,
00032,NV,Nevada,79.2
00030,MT,Montana,33.6
00034,NJ,New Jersey,
00036,NY,New York,40.7
00036,NY,New York,37.7
00034,NJ,New Jersey,82.1
00035,NM,New Mexico,35.3
00031,NE,Nebraska,36.2
00032,NV,Nevada,80.4
00036,NY,New York,32.8
00031,NE,Nebraska,31.7
00032,NV,Nevada,
00036,NY,New York,33.2
00035,NM,New Mexico,
00034,NJ,New Jersey,36.6
00033,NH,New Hampshire,51.8
00031,NE,Nebraska,39
00030,MT,Montana,
00036,NY,New York,30.5
00032,NV,Nevada,
00037,NC,North Carolina,56.6
00030,MT,Montana,14
00036,NY,New York,34.4
00032,NV,Nevada,
00031,NE,Nebraska,
00037,NC,North Carolina,34.7
00037,NC,North Carolina,38.2
00031,NE,Nebraska,20.8
00036,NY,New York,38.2
00032,NV,Nevada,48.6
00031,NE,Nebraska,76.8
00036,NY,New York,30.6
00033,NH,New Hampshire,52.4
00035,NM,New Mexico,
00033,NH,New Hampshire,36.1
00030,MT,Montana,31.3
00032,NV,Nevada,37.4
00032,NV,Nevada,
00035,NM,New Mexico,75.1
00031,NE,Nebraska,34.5
00036,NY,New York,73.4
00030,MT,Montana,
00036,NY,New York,32.6
00035,NM,New Mexico,
00037,NC,North Carolina,36.8
00033,NH,New Hampshire,25.3
00035,NM,New Mexico,71.2
00037,NC,North Carolina,42.1
00031,NE,Nebraska,
00030,MT,Montana,90.2
00034,NJ,New Jersey,36.8
00033,NH,New Hampshire,31.6
00032,NV,Nevada,48.6
00035,NM,New Mexico,
00030,MT,Montana,14.2
00035,NM,New Mexico,
00031,NE,Nebraska,
00036,NY,New York,79.5
00033,NH,New Hampshire,36.4
00035,NM,New Mexico,35.4
00037,NC,North Carolina,35.2
00035,NM,New Mexico,29.1
00035,NM,New Mexico,35.9
00036,NY,New York,28.5
00030,MT,Montana,75.8
00031,NE,Nebraska,56
00037,NC,North Carolina,
00033,NH,New Hampshire,30.1
00032,NV,Nevada,35.9
00035,NM,New Mexico,
00036,NY,New York,85.8
00034,NJ,New Jersey,29.6
00037,NC,North Carolina,39.2
00033,NH,New Hampshire,16.5
00035,NM,New Mexico,34.2
00037,NC,North Carolina,35.7
00034,NJ,New Jersey,23
00036,NY,New York,26.2
00036,NY,New York,57.7
00031,NE,Nebraska,20.6
00035,NM,New Mexico,51.7
00032,NV,Nevada,22.2
00037,NC,North Carolina,
00031,NE,Nebraska,16.9
00042,PA,Pennsylvania,
00038,ND,North Dakota,28.3
00039,OH,Ohio,22.2
00041,OR,Oregon,33.1
00039,OH,Ohio,35.7
00038,ND,North Dakota,14.1
00044,RI,Rhode Island,32.8
00044,RI,Rhode Island,37.1
00045,SC,South Carolina,55.1
00042,PA,Pennsylvania,83
00042,PA,Pennsylvania,
00044,RI,Rhode Island,
00042,PA,Pennsylvania,
00072,PR,Puerto Rico,64.4
00072,PR,Puerto Rico,53
00042,PA,Pennsylvania,
00038,ND,North Dakota,
00045,SC,South Carolina,36.7
00046,SD,South Dakota,34.6
00038,ND,North Dakota,
00046,SD,South Dakota,38.9
00039,OH,Ohio,
00040,OK,Oklahoma,38.8
00039,OH,Ohio,37.6
00072,PR,Puerto Rico,
00041,OR,Oregon,34.5
00072,PR,Puerto Rico,41
00046,SD,South Dakota,
00039,OH,Ohio,41.5
00040,OK,Oklahoma,19.1
00045,SC,South Carolina,43.6
00040,OK,Oklahoma,41.5
00042,PA,Pennsylvania,50.4
00041,OR,Oregon,
00040,OK,Oklahoma,37.4
00046,SD,South Dakota,38
00044,RI,Rhode Island,
00042,PA,Pennsylvania,15.3
00044,RI,Rhode Island,51.2
00045,SC,South Carolina,53
00038,ND,North Dakota,38.5
00041,OR,Oregon,34.4
00039,OH,Ohio,78.3
00072,PR,Puerto Rico,
00039,OH,Ohio,33.6
00045,SC,South Carolina,16.6
00046,SD,South Dakota,36.7
00038,ND,North Dakota,83.5
00040,OK,Oklahoma,30.3
00046,SD,South Dakota,39.4
00042,PA,Pennsylvania,22
00044,RI,Rhode Island,81.5
00045,SC,South Carolina,84
00041,OR,Oregon,
00040,OK,Oklahoma,40.7
00046,SD,South Dakota,42.1
00038,ND,North Dakota,
00044,RI,Rhode Island,38.6
00039,OH,Ohio,23.8
00046,SD,South Dakota,
00042,PA,Pennsylvania,40.8
00041,OR,Oregon,
00046,SD,South Dakota,
00041,OR,Oregon,33.6
00045,SC,South Carolina,25
00041,OR,Oregon,30.4
00045,SC,South Carolina,60.6
00039,OH,Ohio,39.7
00045,SC,South Carolina,37.4
00072,PR,Puerto Rico,
00038,ND,North Dakota,29.5
00041,OR,Oregon,58.3
00038,ND,North Dakota,16.3
00039,OH,Ohio,53.4
00044,RI,Rhode Island,31.2
00040,OK,Oklahoma,80
00044,RI,Rhode Island,51.9
00072,PR,Puerto Rico,56.9
00041,OR,Oregon,34.9
00045,SC,South Carolina,38.1
00039,OH,Ohio,35.5
00042,PA,Pennsylvania,15.3
00072,PR,Puerto Rico,
00039,OH,Ohio,62.1
00042,PA,Pennsylvania,31.5
00038,ND,North Dakota,38.7
00044,RI,Rhode Island,22.4
00038,ND,North Dakota,
00046,SD,South Dakota,
00038,ND,North Dakota,29.7
00045,SC,South Carolina,40.3
00045,SC,South Carolina,22.8
00072,PR,Puerto Rico,85.2
00044,RI,Rhode Island,28.4
00038,ND,North Dakota,33.5
00072,PR,Puerto Rico,
00044,RI,Rhode Island,
00042,PA,Pennsylvania,
00039,OH,Ohio,43
00045,SC,South Carolina,38.2
00038,ND,North Dakota,24.2
00046,SD,South Dakota,48.4
00072,PR,Puerto Rico,41.5
00044,RI,Rhode Island,78.4
00042,PA,Pennsylvania,
00046,SD,South Dakota,38.9
00044,RI,Rhode Island,27.1
00038,ND,North Dakota,
00045,SC,South Carolina,37.8
00040,OK,Oklahoma,40.8
00045,SC,South Carolina,
00045,SC,South Carolina,47.5
00039,OH,Ohio,52.9
00042,PA,Pennsylvania,81.6
00041,OR,Oregon,31.8
00045,SC,South Carolina,86.5
00072,PR,Puerto Rico,
00044,RI,Rhode Island,27.2
00045,SC,South Carolina,36.9
00042,PA,Pennsylvania,34.6
00072,PR,Puerto Rico,41.4
00038,ND,North Dakota,31.1
00046,SD,South Dakota,42.5
00041,OR,Oregon,32.3
00038,ND,North Dakota,52.5
00072,PR,Puerto Rico,44.1
00038,ND,North Dakota,
00038,ND,North Dakota,29
00044,RI,Rhode Island,27.1
00039,OH,Ohio,66.3
00042,PA,Pennsylvania,79.9
00040,OK,Oklahoma,
00038,ND,North Dakota,32.9
00046,SD,South Dakota,
00072,PR,Puerto Rico,17.4
00042,PA,Pennsylvania,93.3
00044,RI,Rhode Island,
00045,SC,South Carolina,63.5
00046,SD,South Dakota,28
00039,OH,Ohio,37.2
00046,SD,South Dakota,28
00046,SD,South Dakota,27.9
00040,OK,Oklahoma,
00072,PR,Puerto Rico,43.7
00072,PR,Puerto Rico,
00046,SD,South Dakota,
00046,SD,South Dakota,
00039,OH,Ohio,44.9
00072,PR,Puerto Rico,83.5
00041,OR,Oregon,24.8
00041,OR,Oregon,68.1
00072,PR,Puerto Rico,41.8
00072,PR,Puerto Rico,19.8
00038,ND,North Dakota,
00040,OK,Oklahoma,45.3
00040,OK,Oklahoma,35.6
00046,SD,South Dakota,33.5
00045,SC,South Carolina,35
00045,SC,South Carolina,
00039,OH,Ohio,76.7
00046,SD,South Dakota,
00044,RI,Rhode Island,14.7
00042,PA,Pennsylvania,30.8
00044,RI,Rhode Island,39
00046,SD,South Dakota,
00041,OR,Oregon,27.2
00041,OR,Oregon,15.8
00039,OH,Ohio,42.7
00072,PR,Puerto Rico,
00046,SD,South Dakota,94.8
00072,PR,Puerto Rico,
00040,OK,Oklahoma,
00038,ND,North Dakota,16.3
00046,SD,South Dakota,74.2
00042,PA,Pennsylvania,39.6
00072,PR,Puerto Rico,41.1
00041,OR,Oregon,75.6
00046,SD,South Dakota,80.9
00044,RI,Rhode Island,33.6
00072,PR,Puerto Rico,87.6
00042,PA,Pennsylvania,
00039,OH,Ohio,
00040,OK,Oklahoma,40.1
00045,SC,South Carolina,40
00041,OR,Oregon,34
00045,SC,South Carolina,47.5
00045,SC,South Carolina,
00072,PR,Puerto Rico,
00039,OH,Ohio,15.9
00044,RI,Rhode Island,
00045,SC,South Carolina,85.9
00038,ND,North Dakota,82.5
00046,SD,South Dakota,15.6
00046,SD,South Dakota,36.3
00044,RI,Rhode Island,81.4
00040,OK,Oklahoma,50.7
00040,OK,Oklahoma,39.3
00038,ND,North Dakota,25.5
00040,OK,Oklahoma,77.7
00044,RI,Rhode Island,95.1
00046,SD,South Dakota,
00042,PA,Pennsylvania,
00072,PR,Puerto Rico,
00040,OK,Oklahoma,
00044,RI,Rhode Island,38.2
00045,SC,South Carolina,34.8
00046,SD,South Dakota,
00045,SC,South Carolina,17.9
00042,PA,Pennsylvania,21.8
00038,ND,North Dakota,33.1
00039,OH,Ohio,93.3
00046,SD,South Dakota,73.3
00038,ND,North Dakota,29
00039,OH,Ohio,28.5
00040,OK,Oklahoma,56.3
00044,RI,Rhode Island,83.9
00041,OR,Oregon,36.5
00045,SC,South Carolina,22.4
00045,SC,South Carolina,18.8
00072,PR,Puerto Rico,86.7
00038,ND,North Dakota,63.6
00041,OR,Oregon,35.3
00038,ND,North Dakota,
00040,OK,Oklahoma,33.9
00039,OH,Ohio,17.5
00042,PA,Pennsylvania,35.6
00042,PA,Pennsylvania,77.1
00045,SC,South Carolina,
00072,PR,Puerto Rico,
00040,OK,Oklahoma,45.6
00044,RI,Rhode Island,35
00039,OH,Ohio,70.1
00044,RI,Rhode Island,28.4
00046,SD,South Dakota,
00046,SD,South Dakota,
00072,PR,Puerto Rico,
00040,OK,Oklahoma,76.1
00040,OK,Oklahoma,81.7
00041,OR,Oregon,50.6
00045,SC,South Carolina,55.5
00040,OK,Oklahoma,72.4
00046,SD,South Dakota,17.1
00038,ND,North Dakota,33.9
00038,ND,North Dakota,74.7
00072,PR,Puerto Rico,41.4
00046,SD,South Dakota,32.1
00072,PR,Puerto Rico,
00040,OK,Oklahoma,37.7
00044,RI,Rhode Island,35.4
00046,SD,South Dakota,59.9
00039,OH,Ohio,33.7
00072,PR,Puerto Rico,
00041,OR,Oregon,21.6
00039,OH,Ohio,22.2
00040,OK,Oklahoma,40.4
00044,RI,Rhode Island,35.2
00040,OK,Oklahoma,
00040,OK,Oklahoma,
00072,PR,Puerto Rico,
00038,ND,North Dakota,24.2
00041,OR,Oregon,28.3
00040,OK,Oklahoma,17
00045,SC,South Carolina,
00041,OR,Oregon,16.5
00038,ND,North Dakota,33.4
00038,ND,North Dakota,
00042,PA,Pennsylvania,16.6
00045,SC,South Carolina,37.5
00041,OR,Oregon,
00072,PR,Puerto Rico,73.3
00045,SC,South Carolina,37.9
00044,RI,Rhode Island,
00038,ND,North Dakota,33
00040,OK,Oklahoma,82.5
00044,RI,Rhode Island,17
00038,ND,North Dakota,82
00044,RI,Rhode Island,34.6
00041,OR,Oregon,25.6
00039,OH,Ohio,17.6
00042,PA,Pennsylvania,39.2
00044,RI,Rhode Island,85.1
00040,OK,Oklahoma,
00046,SD,South Dakota,52.3
00040,OK,Oklahoma,42.6
00072,PR,Puerto Rico,50.8
00072,PR,Puerto Rico,
00040,OK,Oklahoma,35.8
00041,OR,Oregon,87.9
00042,PA,Pennsylvania,28.3
00041,OR,Oregon,75
00045,SC,South Carolina,12.9
00041,OR,Oregon,
00039,OH,Ohio,37.1
00038,ND,North Dakota,38.7
00072,PR,Puerto Rico,42.2
00044,RI,Rhode Island,
00045,SC,South Carolina,94.4
00039,OH,Ohio,79.5
00042,PA,Pennsylvania,85.3
00045,SC,South Carolina,37.1
00042,PA,Pennsylvania,33.8
00038,ND,North Dakota,
00044,RI,Rhode Island,27
00039,OH,Ohio,27.3
00072,PR,Puerto Rico,
00044,RI,Rhode Island,
00042,PA,Pennsylvania,
00046,SD,South Dakota,30.8
00038,ND,North Dakota,20.3
00041,OR,Oregon,50.3
00040,OK,Oklahoma,40.7
00039,OH,Ohio,27.2
00042,PA,Pennsylvania,28.3
00045,SC,South Carolina,83.1
00042,PA,Pennsylvania,13.6
00046,SD,South Dakota,85.4
00040,OK,Oklahoma,17.1
00038,ND,North Dakota,34.4
00044,RI,Rhode Island,33.9
00046,SD,South Dakota,
00042,PA,Pennsylvania,33
00041,OR,Oregon,50.1
