FIPS,ST,County,HypertensionPct
00038,ND,North Dakota,43.4
00045,SC,South Carolina,55.8
00045,SC,South Carolina,43.8
00039,OH,Ohio,42.9
00045,SC,South Carolina,
00044,RI,Rhode Island,34.8
00072,PR,Puerto Rico,
00044,RI,Rhode Island,60
00040,OK,Oklahoma,38.2
00039,OH,Ohio,33.9
00044,RI,Rhode Island,45.8
00039,OH,Ohio,28.4
00041,OR,Oregon,40.4
00046,SD,South Dakota,
00072,PR,Puerto Rico,20
00042,PA,Pennsylvania,60.6
00040,OK,Oklahoma,39.5
00041,OR,Oregon,
00041,OR,Oregon,15.9
00072,PR,Puerto Rico,51
00045,SC,South Carolina,22.1
00041,OR,Oregon,
00039,OH,Ohio,42.7
00046,SD,South Dakota,78.4
00045,SC,South Carolina,22.8
00072,PR,Puerto Rico,37.8
00039,OH,Ohio,
00040,OK,Oklahoma,93.5
00042,PA,Pennsylvania,82.7
00040,OK,Oklahoma,30.8
00044,RI,Rhode Island,30.6
00042,PA,Pennsylvania,36.8
00040,OK,Oklahoma,38.9
00039,OH,Ohio,37.4
00046,SD,South Dakota,
00042,PA,Pennsylvania,56.6
00042,PA,Pennsylvania,42.6
00045,SC,South Carolina,82.9
00072,PR,Puerto Rico,
00038,ND,North Dakota,33.8
00040,OK,Oklahoma,83
00041,OR,Oregon,32.1
00044,RI,Rhode Island,32.6
00072,PR,Puerto Rico,
00044,RI,Rhode Island,82.6
00042,PA,Pennsylvania,32.9
00040,OK,Oklahoma,34.1
00042,PA,Pennsylvania,33.7
00046,SD,South Dakota,48.4
00041,OR,Oregon,
00045,SC,South Carolina,17.8
00042,PA,Pennsylvania,35.8
00072,PR,Puerto Rico,95.7
00038,ND,North Dakota,41
00072,PR,Puerto Rico,38.2
00039,OH,Ohio,39.9
00040,OK,Oklahoma,55.3
00042,PA,Pennsylvania,33.6
00038,ND,North Dakota,
00042,PA,Pennsylvania,23.6
00040,OK,Oklahoma,64.6
00041,OR,Oregon,32.6
00046,SD,South Dakota,31.6
00044,RI,Rhode Island,16.9
00045,SC,South Carolina,84.8
00039,OH,Ohio,
00044,RI,Rhode Island,
00046,SD,South Dakota,17.1
00072,PR,Puerto Rico,41.8
00039,OH,Ohio,37.3
00044,RI,Rhode Island,32.9
00040,OK,Oklahoma,44.2
00046,SD,South Dakota,38.4
00040,OK,Oklahoma,51.4
00072,PR,Puerto Rico,
00038,ND,North Dakota,
00041,OR,Oregon,32.9
00038,ND,North Dakota,59.9
00042,PA,Pennsylvania,50.6
00041,OR,Oregon,30.9
00039,OH,Ohio,35
00041,OR,Oregon,13.9
00039,OH,Ohio,83.4
00072,PR,Puerto Rico,
00038,ND,North Dakota,34.2
00041,OR,Oregon,16.5
00046,SD,South Dakota,53.1
00072,PR,Puerto Rico,85.2
00044,RI,Rhode Island,79.3
00046,SD,South Dakota,35.4
00039,OH,Ohio,16.9
00042,PA,Pennsylvania,
00039,OH,Ohio,35.3
00044,RI,Rhode Island,38.8
00041,OR,Oregon,25
00038,ND,North Dakota,78.6
00044,RI,Rhode Island,
00039,OH,Ohio,
00038,ND,North Dakota,33.7
00044,RI,Rhode Island,34.9
00072,PR,Puerto Rico,
00038,ND,North Dakota,
00042,PA,Pennsylvania,36.4
00041,OR,Oregon,
00046,SD,South Dakota,34.4
00039,OH,Ohio,27.1
00041,OR,Oregon,18.3
00041,OR,Oregon,32.7
00039,OH,Ohio,82.5
00039,OH,Ohio,27
00038,ND,North Dakota,51.9
00041,OR,Oregon,26.7
00042,PA,Pennsylvania,34.8
00041,OR,Oregon,
00045,SC,South Carolina,47.6
00046,SD,South Dakota,87
00040,OK,Oklahoma,48.7
00040,OK,Oklahoma,74.3
00041,OR,Oregon,34.2
00044,RI,Rhode Island,38.7
00046,SD,South Dakota,
00045,SC,South Carolina,18.9
00041,OR,Oregon,77.6
00045,SC,South Carolina,
00041,OR,Oregon,72.6
00042,PA,Pennsylvania,36.2
00038,ND,North Dakota,94.4
00045,SC,South Carolina,37.7
00040,OK,Oklahoma,35.4
00045,SC,South Carolina,47
00042,PA,Pennsylvania,34.3
00039,OH,Ohio,80.5
00039,OH,Ohio,
00041,OR,Oregon,37.3
00044,RI,Rhode Island,31.1
00040,OK,Oklahoma,
00042,PA,Pennsylvania,24.6
00045,SC,South Carolina,79.4
00038,ND,North Dakota,31.3
00042,PA,Pennsylvania,40.4
00042,PA,Pennsylvania,23.6
00040,OK,Oklahoma,22.7
00049,UT,Utah,29.6
00048,TX,Texas,42.7
00054,WV,West Virginia,92.8
00059,US,United States,38
00059,US,United States,41.3
00051,VA,Virginia,41.1
00054,WV,West Virginia,
00047,TN,Tennessee,
00051,VA,Virginia,43.9
00047,TN,Tennessee,
00078,VI,Virgin Islands,60.7
00053,WA,Washington,
00049,UT,Utah,22.5
00048,TX,Texas,60.7
00049,UT,Utah,38.7
00078,VI,Virgin Islands,27.5
00053,WA,Washington,33.1
00059,US,United States,19.4
00048,TX,Texas,37.5
00051,VA,Virginia,41.6
00048,TX,Texas,26.4
00054,WV,West Virginia,41.5
00047,TN,Tennessee,29.8
00049,UT,Utah,21.6
00051,VA,Virginia,62
00050,VT,Vermont,15.8
00078,VI,Virgin Islands,72.3
00059,US,United States,30.9
00059,US,United States,36.6
00051,VA,Virginia,16.7
00059,US,United States,
00051,VA,Virginia,
00048,TX,Texas,75.1
00049,UT,Utah,28.3
00049,UT,Utah,52.4
00053,WA,Washington,35.6
00047,TN,Tennessee,
00049,UT,Utah,34.5
00078,VI,Virgin Islands,31.8
00047,TN,Tennessee,94.4
00050,VT,Vermont,15.7
00053,WA,Washington,22.2
00050,VT,Vermont,32.2
00048,TX,Texas,36.4
00054,WV,West Virginia,
00051,VA,Virginia,41.5
00050,VT,Vermont,30.2
00053,WA,Washington,34.6
00054,WV,West Virginia,46.7
00053,WA,Washington,24.9
00051,VA,Virginia,34.4
00059,US,United States,80.1
00054,WV,West Virginia,28.4
00050,VT,Vermont,51.3
00051,VA,Virginia,35.5
00078,VI,Virgin Islands,21.4
00078,VI,Virgin Islands,34.2
00051,VA,Virginia,35.8
00049,UT,Utah,31.6
00078,VI,Virgin Islands,
00078,VI,Virgin Islands,28.7
00078,VI,Virgin Islands,78
00049,UT,Utah,27.6
00059,US,United States,34.4
00051,VA,Virginia,41.2
00078,VI,Virgin Islands,
00053,WA,Washington,31.3
00047,TN,Tennessee,40.5
00053,WA,Washington,87.9
00054,WV,West Virginia,84.1
00048,TX,Texas,19.8
00049,UT,Utah,29.9
00054,WV,West Virginia,38.9
00078,VI,Virgin Islands,71.6
00054,WV,West Virginia,68.3
00048,TX,Texas,31.7
00051,VA,Virginia,43.6
00053,WA,Washington,32.3
00054,WV,West Virginia,
00049,UT,Utah,14.4
00053,WA,Washington,24.5
00054,WV,West Virginia,
00054,WV,West Virginia,75.2
00050,VT,Vermont,39.4
00048,TX,Texas,15.1
00078,VI,Virgin Islands,
00047,TN,Tennessee,37.6
00049,UT,Utah,27.6
00059,US,United States,30.7
00054,WV,West Virginia,41.7
00053,WA,Washington,69.1
00050,VT,Vermont,89.7
00048,TX,Texas,34.8
00053,WA,Washington,28.2
00047,TN,Tennessee,39.9
00059,US,United States,82
00051,VA,Virginia,27.3
00059,US,United States,32.8
00078,VI,Virgin Islands,77.7
00047,TN,Tennessee,30.8
00050,VT,Vermont,32.4
00047,TN,Tennessee,45.5
00078,VI,Virgin Islands,
00050,VT,Vermont,79.5
00053,WA,Washington,31.1
00048,TX,Texas,
00059,US,United States,
00053,WA,Washington,39.6
00054,WV,West Virginia,19.3
00054,WV,West Virginia,19.4
00051,VA,Virginia,32
00053,WA,Washington,40.3
00053,WA,Washington,31.3
00049,UT,Utah,26.7
00047,TN,Tennessee,
00051,VA,Virginia,79.7
00059,US,United States,
00059,US,United States,
00078,VI,Virgin Islands,31.1
00054,WV,West Virginia,49.8
00054,WV,West Virginia,
00048,TX,Texas,94.2
00049,UT,Utah,29.7
00054,WV,West Virginia,
00049,UT,Utah,
00078,VI,Virgin Islands,
00078,VI,Virgin Islands,38.8
00050,VT,Vermont,32.6
00059,US,United States,53.7
00059,US,United States,18.4
00048,TX,Texas,55.4
00059,US,United States,
00054,WV,West Virginia,
00051,VA,Virginia,20.5
00051,VA,Virginia,19.3
00078,VI,Virgin Islands,73.8
00078,VI,Virgin Islands,
00051,VA,Virginia,28.2
00053,WA,Washington,39.8
00050,VT,Vermont,19.2
00078,VI,Virgin Islands,46.4
00047,TN,Tennessee,77.8
00053,WA,Washington,14
00047,TN,Tennessee,46.6
00059,US,United States,32.7
00051,VA,Virginia,28
00059,US,United States,24.4
00078,VI,Virgin Islands,
00078,VI,Virgin Islands,33.7
00048,TX,Texas,24.7
00059,US,United States,92.5
00047,TN,Tennessee,31.8
00047,TN,Tennessee,
00049,UT,Utah,
00051,VA,Virginia,60.2
00047,TN,Tennessee,
00047,TN,Tennessee,45.1
00054,WV,West Virginia,32.1
00048,TX,Texas,83.2
00054,WV,West Virginia,42.1
00059,US,United States,35.6
00047,TN,Tennessee,52.6
00059,US,United States,82.8
00051,VA,Virginia,76.3
00050,VT,Vermont,39.4
00048,TX,Texas,43.5
00049,UT,Utah,
00053,WA,Washington,68.3
00059,US,United States,34.5
00048,TX,Texas,31.7
00051,VA,Virginia,36.1
00048,TX,Texas,40.8
00059,US,United States,34.7
00047,TN,Tennessee,
00059,US,United States,33
00049,UT,Utah,72.1
00047,TN,Tennessee,
00053,WA,Washington,24.3
00048,TX,Texas,43.1
00054,WV,West Virginia,80.2
00054,WV,West Virginia,41.3
00047,TN,Tennessee,35.5
00053,WA,Washington,35.7
00050,VT,Vermont,33.9
00049,UT,Utah,
00051,VA,Virginia,
00050,VT,Vermont,30.8
00053,WA,Washington,60.3
00078,VI,Virgin Islands,
00047,TN,Tennessee,30.5
00049,UT,Utah,
00048,TX,Texas,25.4
00059,US,United States,42.4
00049,UT,Utah,53.4
00053,WA,Washington,36.9
00053,WA,Washington,36.1
00050,VT,Vermont,26.5
00048,TX,Texas,35.3
00078,VI,Virgin Islands,36.5
00047,TN,Tennessee,35.4
00050,VT,Vermont,
00053,WA,Washington,31.6
00048,TX,Texas,27.1
00048,TX,Texas,61.2
00054,WV,West Virginia,40.7
00050,VT,Vermont,46.8
00048,TX,Texas,54.9
00048,TX,Texas,65.1
00059,US,United States,
00048,TX,Texas,25
00051,VA,Virginia,28.3
00048,TX,Texas,19.9
00054,WV,West Virginia,82.2
00049,UT,Utah,30.7
00048,TX,Texas,85.9
00050,VT,Vermont,
00054,WV,West Virginia,46.6
00049,UT,Utah,18.9
00054,WV,West Virginia,
00078,VI,Virgin Islands,13.1
00054,WV,West Virginia,
00053,WA,Washington,52.2
00059,US,United States,38.4
00078,VI,Virgin Islands,47.1
00051,VA,Virginia,84.4
00048,TX,Texas,32.8
00047,TN,Tennessee,20.5
00054,WV,West Virginia,57.1
00078,VI,Virgin Islands,27.3
00054,WV,West Virginia,44.7
00049,UT,Utah,29.4
00048,TX,Texas,
00050,VT,Vermont,
00078,VI,Virgin Islands,58.8
00053,WA,Washington,35.5
00049,UT,Utah,
00047,TN,Tennessee,17.5
00051,VA,Virginia,58.3
00078,VI,Virgin Islands,
00054,WV,West Virginia,43.7
00059,US,United States,18.5
00047,TN,Tennessee,86.6
00078,VI,Virgin Islands,
00048,TX,Texas,59.3
00053,WA,Washington,35.3
00078,VI,Virgin Islands,33.8
00047,TN,Tennessee,
00078,VI,Virgin Islands,
00053,WA,Washington,25.7
00078,VI,Virgin Islands,34.4
00051,VA,Virginia,81
00054,WV,West Virginia,
00078,VI,Virgin Islands,
00059,US,United States,30.7
00059,US,United States,53.1
00049,UT,Utah,66.6
00049,UT,Utah,31.3
00053,WA,Washington,76.3
00048,TX,Texas,38.5
00053,WA,Washington,16
00051,VA,Virginia,37.1
00054,WV,West Virginia,
00048,TX,Texas,43.1
00051,VA,Virginia,43.9
00047,TN,Tennessee,20.4
00049,UT,Utah,32.6
00078,VI,Virgin Islands,
00050,VT,Vermont,29
00054,WV,West Virginia,83.3
00050,VT,Vermont,
00053,WA,Washington,32
00053,WA,Washington,26.6
00054,WV,West Virginia,40.8
00059,US,United States,83.1
00051,VA,Virginia,
00050,VT,Vermont,34.8
00053,WA,Washington,56.5
00051,VA,Virginia,
00050,VT,Vermont,
00047,TN,Tennessee,37.6
00054,WV,West Virginia,86
00054,WV,West Virginia,
00049,UT,Utah,33.4
00050,VT,Vermont,
00078,VI,Virgin Islands,
00053,WA,Washington,58
00047,TN,Tennessee,
00051,VA,Virginia,41.3
00053,WA,Washington,33.4
00048,TX,Texas,
00050,VT,Vermont,29.8
00053,WA,Washington,73.1
00047,TN,Tennessee,46.7
00050,VT,Vermont,29.6
00053,WA,Washington,25.2
00059,US,United States,33.2
00050,VT,Vermont,
00051,VA,Virginia,36.9
00049,UT,Utah,32.8
00054,WV,West Virginia,41.4
00049,UT,Utah,18.5
00049,UT,Utah,
00078,VI,Virgin Islands,77
00048,TX,Texas,33.3
00049,UT,Utah,64.8
00050,VT,Vermont,35.1
00078,VI,Virgin Islands,39.3
00078,VI,Virgin Islands,
00051,VA,Virginia,59.1
00049,UT,Utah,39.1
00047,TN,Tennessee,41.9
00047,TN,Tennessee,37.6
00048,TX,Texas,41
00053,WA,Washington,26.9
00047,TN,Tennessee,
00053,WA,Washington,28.2
00047,TN,Tennessee,
00047,TN,Tennessee,52
00053,WA,Washington,74.7
00054,WV,West Virginia,41
00053,WA,Washington,18.2
00048,TX,Texas,35.1
00049,UT,Utah,27.8
00051,VA,Virginia,38.3
00078,VI,Virgin Islands,
00054,WV,West Virginia,43.4
00051,VA,Virginia,60
00054,WV,West Virginia,42.1
00048,TX,Texas,32.2
00049,UT,Utah,51.6
00051,VA,Virginia,36.7
00051,VA,Virginia,35.3
00049,UT,Utah,32.9
00078,VI,Virgin Islands,21.3
00047,TN,Tennessee,40.2
00051,VA,Virginia,
00078,VI,Virgin Islands,35.8
00059,US,United States,37.7
00048,TX,Texas,37.2
00050,VT,Vermont,74.1
00053,WA,Washington,15.9
00047,TN,Tennessee,35.2
00048,TX,Texas,35.8
00059,US,United States,78.3
00050,VT,Vermont,
00050,VT,Vermont,
00049,UT,Utah,
00054,WV,West Virginia,46.4
00051,VA,Virginia,83.3
00050,VT,Vermont,34.2
00051,VA,Virginia,
00059,US,United States,30.8
00047,TN,Tennessee,53
00059,US,United States,30.4
00050,VT,Vermont,
00050,VT,Vermont,
00049,UT,Utah,87.7
00054,WV,West Virginia,52.2
00049,UT,Utah,34.5
00078,VI,Virgin Islands,37.6
00047,TN,Tennessee,
00047,TN,Tennessee,83
00054,WV,West Virginia,57.6
00047,TN,Tennessee,82.5
00050,VT,Vermont,46.3
00048,TX,Texas,20.8
00048,TX,Texas,
00049,UT,Utah,32.5
00054,WV,West Virginia,28.4
00050,VT,Vermont,33.3
00053,WA,Washington,39.4
00050,VT,Vermont,
00047,TN,Tennessee,31.4
00051,VA,Virginia,20.4
00059,US,United States,41.6
00048,TX,Texas,78.9
00059,US,United States,35.3
00054,WV,West Virginia,32.1
00078,VI,Virgin Islands,78.1
00059,US,United States,
00059,US,United States,36.3
00051,VA,Virginia,38.6
00053,WA,Washington,70.5
00049,UT,Utah,19.1
00047,TN,Tennessee,29.8
00054,WV,West Virginia,33.2
00050,VT,Vermont,29.8
00059,US,United States,
00054,WV,West Virginia,41.1
00050,VT,Vermont,34.5
00078,VI,Virgin Islands,71.2
00078,VI,Virgin Islands,28
00050,VT,Vermont,
00054,WV,West Virginia,40.4
00048,TX,Texas,79.8
00053,WA,Washington,58.4
00049,UT,Utah,59.1
00078,VI,Virgin Islands,32.2
00051,VA,Virginia,14.2
00049,UT,Utah,28.7
00059,US,United States,73.9
00053,WA,Washington,26.7
00051,VA,Virginia,93
00051,VA,Virginia,
00048,TX,Texas,68.1
00054,WV,West Virginia,
00049,UT,Utah,72.3
00059,US,United States,42.8
00055,WI,Wisconsin,78.7
00049,UT,Utah,17.3
00059,US,United States,32.5
00050,VT,Vermont,29
00048,TX,Texas,37.1
00078,VI,Virgin Islands,
00047,TN,Tennessee,65
00053,WA,Washington,29.6
00048,TX,Texas,35.5
00047,TN,Tennessee,38
00047,TN,Tennessee,20.7
00078,VI,Virgin Islands,47.3
00049,UT,Utah,
00050,VT,Vermont,
00059,US,United States,35
00049,UT,Utah,17
00051,VA,Virginia,27.2
00059,US,United States,31.1
00053,WA,Washington,72.2
00053,WA,Washington,31.6
00047,TN,Tennessee,40.9
00051,VA,Virginia,35.1
00048,TX,Texas,
00050,VT,Vermont,
00050,VT,Vermont,69
00047,TN,Tennessee,87.6
00048,TX,Texas,
00053,WA,Washington,26.7
00053,WA,Washington,52.8
00059,US,United States,67.1
00047,TN,Tennessee,40.5
00047,TN,Tennessee,37.7
00048,TX,Texas,
00050,VT,Vermont,
00048,TX,Texas,36.2
00047,TN,Tennessee,87.5
00078,VI,Virgin Islands,
00050,VT,Vermont,32.6
00050,VT,Vermont,74.2
00078,VI,Virgin Islands,34.5
00051,VA,Virginia,63
00050,VT,Vermont,32
00051,VA,Virginia,82.7
00049,UT,Utah,59.2
00050,VT,Vermont,21.9
00050,VT,Vermont,73.8
00078,VI,Virgin Islands,31.8
00049,UT,Utah,34.8
00049,UT,Utah,16.9
00050,VT,Vermont,12.1
00048,TX,Texas,29.2
00054,WV,West Virginia,
00051,VA,Virginia,47
00056,WY,Wyoming,32.3
00055,WI,Wisconsin,31
00055,WI,Wisconsin,18
00055,WI,Wisconsin,77.8
00056,WY,Wyoming,32.8
00055,WI,Wisconsin,29.8
00055,WI,Wisconsin,16.5
00056,WY,Wyoming,21
00055,WI,Wisconsin,
00056,WY,Wyoming,33.3
00056,WY,Wyoming,
00056,WY,Wyoming,14.3
00055,WI,Wisconsin,34
00055,WI,Wisconsin,27
00055,WI,Wisconsin,22.1
00055,WI,Wisconsin,54.2
00055,WI,Wisconsin,73
00056,WY,Wyoming,30.8
00056,WY,Wyoming,32.4
00055,WI,Wisconsin,33.9
00055,WI,Wisconsin,53.7
00055,WI,Wisconsin,
00056,WY,Wyoming,
00056,WY,Wyoming,33.5
00056,WY,Wyoming,
00055,WI,Wisconsin,41.5
00055,WI,Wisconsin,42.1
00055,WI,Wisconsin,42.4
00056,WY,Wyoming,90.7
00056,WY,Wyoming,74.6
00056,WY,Wyoming,21
00056,WY,Wyoming,
00055,WI,Wisconsin,
00056,WY,Wyoming,73.8
00055,WI,Wisconsin,73.5
00055,WI,Wisconsin,24.9
00055,WI,Wisconsin,
00055,WI,Wisconsin,34.5
00055,WI,Wisconsin,11.3
00056,WY,Wyoming,
00056,WY,Wyoming,
00055,WI,Wisconsin,16.4
00055,WI,Wisconsin,80
00056,WY,Wyoming,31.7
00055,WI,Wisconsin,21.3
00055,WI,Wisconsin,35.5
00055,WI,Wisconsin,92.4
00056,WY,Wyoming,33.2
00056,WY,Wyoming,
00056,WY,Wyoming,
00056,WY,Wyoming,37.4
00056,WY,Wyoming,36.5
00055,WI,Wisconsin,
00056,WY,Wyoming,31.1
00055,WI,Wisconsin,37.5
00056,WY,Wyoming,32
00055,WI,Wisconsin,33.5
00056,WY,Wyoming,
00056,WY,Wyoming,70.2
00055,WI,Wisconsin,
00055,WI,Wisconsin,34.2
00056,WY,Wyoming,29.7
00055,WI,Wisconsin,
00056,WY,Wyoming,
00056,WY,Wyoming,17.1
00056,WY,Wyoming,18.6
00055,WI,Wisconsin,39.2
00055,WI,Wisconsin,59.1
00055,WI,Wisconsin,42.1
00056,WY,Wyoming,26.2
00055,WI,Wisconsin,
00056,WY,Wyoming,76.1
00056,WY,Wyoming,78.5
00056,WY,Wyoming,
00055,WI,Wisconsin,37.3
00055,WI,Wisconsin,
00056,WY,Wyoming,17.2
00056,WY,Wyoming,
00056,WY,Wyoming,54.5
00056,WY,Wyoming,
00056,WY,Wyoming,
00055,WI,Wisconsin,31.6
00056,WY,Wyoming,30.6
00055,WI,Wisconsin,37.2
00055,WI,Wisconsin,37.4
00056,WY,Wyoming,60.1
00056,WY,Wyoming,
00055,WI,Wisconsin,
00055,WI,Wisconsin,
00055,WI,Wisconsin,78.5
00055,WI,Wisconsin,84.1
00055,WI,Wisconsin,35.7
00055,WI,Wisconsin,31
00055,WI,Wisconsin,24.9
00056,WY,Wyoming,
00056,WY,Wyoming,49.5
00056,WY,Wyoming,
00056,WY,Wyoming,32.8
00056,WY,Wyoming,49
00056,WY,Wyoming,32.8
00056,WY,Wyoming,32.2
00055,WI,Wisconsin,32.7
